EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,DistanceFromHome,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,OverTime,PerformanceRating,Attrition
E1576,57,Male,Single,Operations,Supply Chain Coordinator,4,Medical,Travel_Frequently,28,6400,8,2,0,11,2,2,3,3,1,2,No,2,No
E1577,29,Female,Married,Sales,Sales Executive,1,Human Resources,Travel_Rarely,11,5663,0,0,0,3,6,2,4,2,1,2,No,3,No
E1578,30,Male,Married,Finance,Accountant,2,Technical Degree,Non-Travel,19,9785,12,2,2,20,5,4,2,1,1,4,No,3,No
E1579,57,Female,Single,Marketing,Brand Manager,3,Medical,Non-Travel,16,9941,18,4,1,24,4,3,4,2,1,2,No,3,No
E1580,48,Female,Divorced,Sales,Sales Executive,1,Life Sciences,Travel_Rarely,1,5121,0,0,0,5,5,3,2,3,3,3,No,3,No
E1581,55,Male,Married,Sales,Account Manager,1,Life Sciences,Travel_Frequently,17,7109,4,4,2,11,5,1,3,2,3,3,Yes,3,No
E1582,36,Female,Divorced,IT,IT Support,5,Medical,Travel_Rarely,7,8578,8,1,1,16,5,2,2,4,4,4,Yes,3,Yes
E1583,39,Male,Single,IT,IT Manager,2,Human Resources,Travel_Frequently,3,6519,0,0,0,5,3,2,2,1,1,4,No,2,Yes
E1584,23,Female,Single,R&D,Lab Technician,1,Other,Travel_Rarely,8,5987,0,0,0,8,5,3,3,3,2,3,No,3,No
E1585,45,Female,Married,IT,Software Engineer,4,Marketing,Travel_Frequently,2,5892,0,0,0,4,3,2,3,3,1,3,No,3,Yes
E1586,27,Male,Married,R&D,Research Scientist,5,Medical,Travel_Rarely,9,5876,0,0,0,4,0,1,1,1,2,3,No,2,Yes
E1587,30,Male,Married,Sales,Sales Manager,3,Human Resources,Travel_Rarely,12,4631,0,0,0,5,1,3,2,2,1,4,No,2,No
E1588,54,Male,Single,Operations,Ops Manager,1,Business,Travel_Rarely,24,9688,22,5,3,25,3,4,2,3,3,2,No,3,No
E1589,42,Female,Married,Sales,Sales Executive,2,Technical Degree,Travel_Rarely,4,7990,10,0,0,19,6,4,1,2,4,1,No,3,No
E1590,34,Male,Married,R&D,Lab Technician,5,Other,Non-Travel,10,10139,14,7,1,22,6,4,4,4,3,1,No,3,No
E1591,53,Male,Married,Operations,Ops Manager,5,Medical,Travel_Frequently,1,5892,7,0,0,8,2,2,4,4,4,1,No,3,No
E1592,54,Male,Single,R&D,Lab Technician,4,Other,Travel_Rarely,13,6076,0,0,0,3,0,1,1,4,2,4,No,2,No
E1593,27,Female,Married,Sales,Account Manager,5,Technical Degree,Non-Travel,13,7034,9,3,3,13,5,3,1,4,3,2,Yes,3,No
E1594,59,Male,Married,IT,Software Engineer,3,Business,Travel_Rarely,17,12305,18,11,3,24,2,2,3,1,2,2,Yes,2,Yes
E1595,38,Female,Divorced,R&D,Research Scientist,2,Life Sciences,Travel_Rarely,3,9057,14,8,0,21,4,4,3,4,1,2,No,3,No
E1596,53,Female,Married,R&D,R&D Manager,1,Other,Travel_Rarely,17,8658,17,9,6,25,3,3,4,2,3,4,No,3,No
E1597,24,Male,Married,Finance,Accountant,1,Marketing,Travel_Rarely,26,6036,6,0,0,11,5,1,4,1,3,2,No,3,No
E1598,40,Male,Divorced,IT,IT Support,3,Life Sciences,Travel_Rarely,19,9538,13,7,6,14,2,3,3,4,1,4,Yes,2,No
E1599,24,Male,Married,R&D,Lab Technician,5,Marketing,Non-Travel,13,6058,0,0,0,0,5,4,1,2,2,2,No,2,No
E1600,58,Male,Married,Finance,Accountant,1,Business,Non-Travel,1,10992,19,4,4,21,5,1,1,1,2,2,Yes,2,Yes
E1601,31,Female,Married,Marketing,Brand Manager,5,Business,Travel_Rarely,28,7046,10,2,2,14,1,3,1,2,4,4,No,3,No
E1602,57,Male,Married,Customer Support,Support Representative,4,Life Sciences,Travel_Frequently,29,4766,2,2,2,8,6,3,2,2,3,2,No,2,Yes
E1603,25,Male,Married,Operations,Operations Analyst,4,Life Sciences,Travel_Rarely,17,5410,7,2,0,11,4,1,3,3,1,1,No,2,Yes
E1604,48,Male,Single,Marketing,Marketing Manager,4,Technical Degree,Travel_Rarely,29,5855,2,2,1,5,5,2,3,2,3,1,No,3,No
E1605,57,Male,Single,R&D,Lab Technician,3,Life Sciences,Non-Travel,23,10875,20,5,3,28,2,4,3,2,4,3,No,2,No
E1606,33,Male,Married,R&D,Research Scientist,5,Life Sciences,Travel_Rarely,23,7019,0,0,0,9,0,4,3,1,4,1,No,2,No
E1607,49,Male,Married,Sales,Sales Manager,4,Business,Travel_Rarely,3,9244,20,4,2,25,6,4,4,3,4,3,No,3,No
E1608,21,Female,Divorced,R&D,Research Scientist,2,Technical Degree,Travel_Rarely,19,7568,1,1,1,10,0,1,1,1,4,4,No,2,Yes
E1609,25,Male,Married,R&D,R&D Manager,1,Business,Travel_Frequently,7,8311,6,6,4,8,5,2,3,1,2,2,No,2,Yes
E1610,36,Male,Married,Marketing,Marketing Manager,5,Human Resources,Travel_Rarely,24,8079,18,8,0,23,2,4,3,3,1,2,No,3,No
E1611,46,Female,Divorced,Customer Support,Support Team Lead,5,Life Sciences,Travel_Rarely,26,8094,21,7,5,26,6,4,4,3,2,2,Yes,3,No
E1612,39,Male,Married,Sales,Account Manager,4,Medical,Travel_Rarely,14,9600,16,8,2,20,5,3,3,2,2,1,No,3,No
E1613,58,Female,Single,Operations,Operations Analyst,5,Technical Degree,Travel_Rarely,21,5469,3,3,1,10,5,2,1,2,1,2,Yes,2,No
E1614,43,Female,Divorced,Customer Support,Support Team Lead,4,Business,Travel_Rarely,4,4428,0,0,0,1,0,2,2,2,3,1,No,3,No
E1615,35,Male,Divorced,IT,Software Engineer,1,Technical Degree,Non-Travel,24,5634,0,0,0,1,6,4,1,4,2,1,Yes,3,No
E1616,54,Male,Divorced,Sales,Sales Manager,5,Other,Non-Travel,22,5612,0,0,0,0,2,4,2,4,1,3,Yes,2,Yes
E1617,33,Male,Married,Operations,Ops Manager,2,Life Sciences,Travel_Rarely,19,5306,5,5,4,12,4,2,2,2,4,2,Yes,2,Yes
E1618,28,Male,Married,Operations,Ops Manager,4,Marketing,Travel_Rarely,19,5159,6,3,3,9,5,3,1,4,4,4,No,3,No
E1619,48,Female,Married,Sales,Sales Executive,5,Technical Degree,Travel_Rarely,14,8184,16,1,1,22,6,4,4,1,1,1,No,3,No
E1620,31,Male,Married,Sales,Sales Manager,4,Technical Degree,Travel_Rarely,5,8337,11,1,1,16,0,3,3,4,2,3,No,3,No
E1621,58,Male,Married,Marketing,Marketing Specialist,2,Other,Travel_Rarely,5,7871,10,0,0,16,2,1,2,2,3,3,No,3,No
E1622,56,Male,Married,Finance,Accountant,4,Human Resources,Non-Travel,5,7415,3,3,3,6,2,3,1,4,4,1,No,3,No
E1623,44,Male,Single,Operations,Supply Chain Coordinator,5,Life Sciences,Travel_Rarely,21,9422,19,5,5,23,6,3,2,2,4,2,No,2,No
E1624,44,Male,Divorced,Sales,Sales Executive,2,Life Sciences,Travel_Rarely,20,7729,16,11,3,23,4,3,3,3,4,1,No,4,No
E1625,36,Male,Single,Sales,Sales Manager,1,Business,Non-Travel,4,5912,6,6,3,12,0,4,2,2,2,2,Yes,2,No
E1626,36,Male,Single,Marketing,Brand Manager,1,Human Resources,Travel_Frequently,14,5038,0,0,0,2,6,1,4,3,2,2,Yes,2,Yes
E1627,25,Female,Married,R&D,R&D Manager,1,Marketing,Travel_Frequently,11,7526,7,5,5,9,5,2,3,1,4,1,No,2,Yes
E1628,47,Female,Single,Finance,Finance Manager,2,Medical,Travel_Rarely,26,8637,13,7,1,17,3,1,4,1,4,1,No,3,No
E1629,30,Female,Single,Marketing,Brand Manager,1,Other,Travel_Rarely,6,6770,12,7,1,17,4,3,2,2,4,3,No,3,No
E1630,29,Male,Single,Sales,Sales Manager,2,Human Resources,Travel_Rarely,24,5001,1,1,1,1,4,4,1,1,1,2,No,3,No
E1631,29,Male,Single,Sales,Sales Manager,2,Business,Non-Travel,19,5467,4,4,4,13,3,2,4,4,1,3,No,1,No
E1632,41,Male,Married,Finance,Accountant,4,Marketing,Travel_Rarely,10,6844,0,0,0,0,2,3,1,3,2,3,Yes,3,No
E1633,58,Male,Divorced,Operations,Ops Manager,4,Business,Travel_Rarely,18,6031,8,8,2,10,1,2,2,1,4,4,No,3,No
E1634,58,Female,Divorced,R&D,Research Scientist,5,Technical Degree,Travel_Rarely,11,5927,0,0,0,7,1,3,4,4,1,4,No,3,No
E1635,51,Female,Divorced,Finance,Finance Manager,3,Other,Travel_Frequently,21,8560,12,7,5,17,4,3,4,1,1,3,No,2,No
E1636,45,Female,Married,Marketing,Marketing Manager,2,Other,Travel_Rarely,4,5262,4,4,4,7,1,1,4,2,4,4,No,2,No
E1637,21,Male,Single,IT,Software Engineer,2,Life Sciences,Non-Travel,22,6755,2,2,1,2,5,2,1,3,1,4,No,2,Yes
E1638,27,Male,Married,R&D,R&D Manager,4,Marketing,Travel_Rarely,13,7917,7,4,2,12,0,3,2,1,4,3,Yes,3,No
E1639,21,Male,Married,Marketing,Marketing Specialist,2,Other,Travel_Rarely,3,5049,3,1,0,12,4,1,2,1,4,4,No,2,No
E1640,48,Male,Divorced,Sales,Sales Manager,3,Marketing,Travel_Frequently,27,5199,0,0,0,3,2,1,3,3,4,4,No,3,No
E1641,23,Female,Divorced,HR,HR Specialist,3,Life Sciences,Travel_Rarely,19,5952,5,4,3,7,0,1,2,4,4,4,Yes,2,Yes
E1642,54,Male,Single,Marketing,Marketing Specialist,5,Human Resources,Travel_Frequently,8,9637,23,10,5,28,6,4,1,2,1,2,No,3,No
E1643,34,Female,Single,R&D,Research Scientist,3,Other,Travel_Rarely,13,10331,16,1,1,20,5,1,1,3,3,4,No,2,Yes
E1644,38,Male,Divorced,Operations,Ops Manager,2,Other,Non-Travel,2,6029,9,7,3,16,5,3,3,1,4,4,No,3,No
E1645,44,Male,Single,R&D,Lab Technician,5,Other,Travel_Rarely,8,8435,9,7,0,13,1,2,1,2,1,1,No,2,No
E1646,32,Female,Married,Operations,Supply Chain Coordinator,5,Life Sciences,Non-Travel,15,5708,0,0,0,7,4,3,2,4,2,2,Yes,3,No
E1647,55,Female,Divorced,Finance,Financial Analyst,1,Business,Travel_Frequently,7,9471,22,1,1,22,5,1,2,4,3,4,No,3,No
E1648,28,Male,Single,HR,Recruiter,4,Technical Degree,Travel_Rarely,14,5184,4,4,0,13,3,4,3,4,2,4,No,3,No
E1649,36,Male,Married,Sales,Account Manager,3,Other,Travel_Rarely,17,8500,13,1,1,19,2,2,1,2,1,3,No,3,No
E1650,38,Male,Single,R&D,Research Scientist,3,Medical,Non-Travel,1,9056,13,9,7,20,4,2,4,3,4,4,No,3,No
E1651,27,Male,Married,Marketing,Brand Manager,2,Technical Degree,Travel_Frequently,12,6774,9,6,0,9,3,3,4,2,1,3,No,3,No
E1652,28,Female,Married,Sales,Account Manager,4,Business,Travel_Rarely,9,4840,0,0,0,2,0,2,2,3,2,4,No,3,No
E1653,56,Male,Divorced,Marketing,Marketing Manager,2,Technical Degree,Travel_Rarely,18,7348,6,6,3,6,0,2,3,2,4,3,No,2,No
E1654,35,Male,Married,IT,IT Support,4,Business,Non-Travel,1,7830,7,7,2,14,1,2,4,3,3,1,No,2,No
E1655,43,Male,Single,IT,Software Engineer,1,Business,Travel_Rarely,8,6200,0,0,0,5,4,2,1,3,4,4,No,3,No
E1656,57,Male,Married,Finance,Finance Manager,1,Marketing,Non-Travel,13,6682,1,1,1,4,2,1,4,4,2,1,No,2,No
E1657,22,Male,Single,Finance,Financial Analyst,3,Other,Travel_Rarely,15,6363,0,0,0,3,1,2,3,3,3,4,No,3,No
E1658,54,Male,Single,Finance,Financial Analyst,5,Technical Degree,Travel_Rarely,20,8221,6,6,6,12,3,3,1,3,3,3,No,2,No
E1659,27,Male,Single,Finance,Accountant,4,Business,Travel_Frequently,27,7670,7,1,1,14,5,1,4,4,2,4,Yes,2,No
E1660,33,Female,Single,IT,IT Manager,5,Technical Degree,Travel_Rarely,19,8333,15,4,4,24,4,4,2,3,4,4,No,3,No
E1661,58,Male,Divorced,Finance,Accountant,2,Medical,Travel_Frequently,10,9921,20,3,3,26,6,1,2,4,2,4,Yes,2,No
E1662,47,Male,Married,Finance,Finance Manager,4,Business,Travel_Rarely,2,8466,12,11,0,12,2,1,3,3,4,4,No,3,No
E1663,55,Male,Married,Marketing,Marketing Specialist,5,Business,Non-Travel,18,7440,6,4,4,12,3,2,4,2,2,4,No,2,No
E1664,52,Male,Married,R&D,Lab Technician,5,Medical,Travel_Rarely,26,9286,12,2,2,12,3,4,4,1,2,4,Yes,3,No
E1665,48,Female,Divorced,Sales,Account Manager,1,Medical,Travel_Rarely,12,8378,22,5,2,25,2,1,2,2,2,3,No,2,No
E1666,45,Female,Married,IT,Software Engineer,1,Other,Travel_Rarely,28,8459,4,1,1,7,4,2,2,1,2,4,No,2,No
E1667,22,Male,Married,R&D,Lab Technician,5,Medical,Non-Travel,15,7171,0,0,0,2,3,4,3,4,3,1,No,3,No
E1668,41,Female,Married,Finance,Accountant,2,Technical Degree,Non-Travel,18,6744,6,3,3,14,3,3,2,2,2,4,Yes,3,Yes
E1669,51,Male,Single,HR,HR Specialist,5,Other,Travel_Rarely,5,6642,13,1,1,19,5,3,2,2,2,1,No,3,No
E1670,37,Male,Single,Operations,Supply Chain Coordinator,3,Human Resources,Travel_Frequently,18,4200,0,0,0,7,5,1,4,1,1,4,Yes,3,Yes
E1671,32,Female,Married,Sales,Sales Executive,4,Marketing,Travel_Rarely,23,5395,0,0,0,8,0,2,2,2,3,4,No,3,Yes
E1672,53,Male,Married,R&D,Lab Technician,2,Medical,Non-Travel,25,9350,17,2,2,23,3,1,4,2,4,1,Yes,3,No
E1673,54,Male,Married,R&D,R&D Manager,2,Human Resources,Non-Travel,17,9267,21,9,6,23,4,4,4,1,3,1,No,3,No
E1674,55,Female,Divorced,Marketing,Brand Manager,1,Technical Degree,Travel_Rarely,2,6957,8,4,4,17,5,2,2,2,4,3,Yes,3,No
E1675,22,Female,Married,HR,HR Manager,1,Life Sciences,Non-Travel,14,5409,0,0,0,0,1,4,3,2,1,3,No,3,No
E1676,24,Male,Divorced,Customer Support,Support Representative,4,Marketing,Travel_Rarely,28,4984,0,0,0,4,5,1,2,4,2,1,No,3,No
E1677,33,Female,Single,IT,Software Engineer,1,Technical Degree,Travel_Rarely,5,6609,0,0,0,9,5,4,1,4,4,4,Yes,3,No
E1678,56,Male,Married,Customer Support,Support Representative,2,Marketing,Travel_Rarely,1,4961,0,0,0,7,3,3,1,1,2,3,Yes,3,No
E1679,40,Female,Single,Sales,Account Manager,3,Marketing,Travel_Rarely,19,6782,7,7,0,9,6,1,3,3,2,3,No,3,No
E1680,38,Female,Single,Sales,Sales Executive,5,Human Resources,Travel_Rarely,12,5570,4,4,1,11,2,2,4,2,3,3,No,3,No
E1681,50,Female,Married,Marketing,Marketing Specialist,1,Life Sciences,Non-Travel,7,6422,9,4,0,10,2,3,3,1,1,4,Yes,2,No
E1682,57,Female,Single,Operations,Supply Chain Coordinator,5,Human Resources,Travel_Rarely,11,10205,24,5,5,29,6,2,4,2,4,1,No,3,No
E1683,38,Male,Married,R&D,R&D Manager,4,Human Resources,Travel_Rarely,19,6843,2,2,1,3,1,2,4,3,3,4,No,2,No
E1684,35,Female,Single,R&D,Lab Technician,2,Marketing,Travel_Rarely,8,7264,0,0,0,0,5,3,4,4,2,1,Yes,3,No
E1685,38,Male,Married,Sales,Account Manager,4,Marketing,Non-Travel,16,7037,9,8,4,14,1,3,3,4,2,4,No,3,No
E1686,29,Male,Divorced,Customer Support,Support Team Lead,1,Business,Travel_Rarely,2,6755,11,7,6,16,0,2,1,3,1,4,No,2,No
E1687,55,Male,Single,Sales,Account Manager,3,Business,Travel_Rarely,8,8013,16,9,7,21,2,4,3,2,1,3,Yes,2,No
E1688,58,Male,Single,Marketing,Brand Manager,3,Medical,Travel_Rarely,2,6863,8,4,2,8,4,4,2,4,4,1,No,4,No
E1689,30,Female,Divorced,HR,HR Specialist,4,Human Resources,Travel_Frequently,28,7548,11,5,4,17,5,1,1,2,4,4,No,3,Yes
E1690,57,Male,Single,Marketing,Marketing Manager,1,Life Sciences,Travel_Rarely,12,5995,4,4,2,7,0,4,4,2,3,2,Yes,3,No
E1691,34,Male,Single,Sales,Account Manager,3,Marketing,Non-Travel,23,7303,9,7,5,14,3,4,2,3,3,2,Yes,2,No
E1692,26,Female,Divorced,Finance,Finance Manager,2,Business,Non-Travel,16,7294,8,8,0,14,3,4,3,1,4,2,No,3,No
E1693,45,Female,Married,HR,Recruiter,1,Human Resources,Travel_Rarely,26,5628,6,0,0,14,4,3,1,3,4,4,No,3,No
E1694,29,Male,Married,Operations,Operations Analyst,1,Business,Non-Travel,21,6369,11,7,0,16,6,1,3,4,3,2,Yes,3,No
E1695,39,Female,Married,Sales,Sales Executive,5,Human Resources,Travel_Rarely,22,8211,19,3,0,20,5,1,3,1,3,1,No,2,No
E1696,50,Male,Single,IT,IT Support,1,Marketing,Travel_Rarely,3,10292,20,10,5,27,4,4,3,2,4,3,Yes,3,No
E1697,38,Male,Single,Customer Support,Support Team Lead,1,Business,Non-Travel,5,5899,14,3,2,14,6,4,4,1,4,1,Yes,3,No
E1698,46,Female,Divorced,Sales,Sales Executive,2,Other,Travel_Rarely,3,6612,2,2,2,3,6,2,3,4,1,3,No,3,No
E1699,30,Male,Married,Sales,Sales Executive,1,Life Sciences,Travel_Rarely,4,6392,3,3,2,11,4,2,1,3,4,3,No,3,Yes
E1700,32,Male,Single,Finance,Accountant,4,Marketing,Travel_Frequently,5,6117,2,2,2,2,4,4,4,3,4,4,No,3,Yes
E1701,37,Male,Divorced,HR,HR Specialist,1,Human Resources,Travel_Rarely,3,6011,7,7,5,12,1,4,2,4,2,1,Yes,3,No
E1702,38,Female,Divorced,Operations,Supply Chain Coordinator,3,Other,Travel_Frequently,20,7647,12,6,6,13,0,1,3,4,2,3,No,3,No
E1703,25,Male,Married,Customer Support,Support Team Lead,2,Human Resources,Travel_Rarely,1,4788,0,0,0,9,0,3,4,2,4,3,No,3,No
E1704,22,Female,Divorced,Marketing,Brand Manager,4,Life Sciences,Travel_Rarely,28,5396,4,3,3,8,1,3,3,4,3,2,No,3,No
E1705,41,Female,Married,Marketing,Marketing Specialist,1,Life Sciences,Non-Travel,26,7708,16,0,0,24,4,1,2,4,4,3,No,2,No
E1706,51,Male,Married,IT,IT Support,5,Human Resources,Travel_Rarely,29,7245,7,5,3,13,6,2,3,2,3,1,No,2,No
E1707,48,Male,Single,Operations,Supply Chain Coordinator,2,Human Resources,Non-Travel,26,6836,9,3,2,12,5,1,2,3,1,3,No,2,No
E1708,46,Male,Single,R&D,Lab Technician,1,Other,Non-Travel,26,6040,0,0,0,5,6,1,2,4,1,4,No,2,No
E1709,28,Male,Married,Sales,Account Manager,5,Life Sciences,Travel_Rarely,15,7816,8,6,4,8,4,2,1,3,2,3,Yes,1,Yes
E1710,32,Female,Married,R&D,R&D Manager,4,Human Resources,Travel_Rarely,8,5654,0,0,0,8,2,4,4,4,1,2,No,3,Yes
E1711,28,Male,Married,Operations,Supply Chain Coordinator,3,Marketing,Travel_Rarely,7,4354,0,0,0,8,3,2,4,3,3,3,Yes,3,No
E1712,53,Male,Married,R&D,Lab Technician,1,Medical,Travel_Rarely,4,5631,1,1,1,5,2,3,1,2,4,3,No,4,No
E1713,47,Male,Divorced,R&D,Research Scientist,1,Life Sciences,Travel_Rarely,14,5851,0,0,0,6,1,1,1,2,4,2,No,2,No
E1714,39,Male,Divorced,Operations,Supply Chain Coordinator,2,Life Sciences,Travel_Rarely,12,5649,4,2,1,7,6,2,2,3,1,3,No,3,No
E1715,55,Female,Married,Marketing,Marketing Manager,3,Other,Travel_Frequently,18,5828,8,0,0,11,1,3,3,2,1,3,No,2,No
E1716,44,Male,Divorced,R&D,Research Scientist,5,Marketing,Travel_Rarely,1,8337,14,7,1,15,5,1,3,4,3,2,No,2,No
E1717,27,Male,Single,IT,IT Support,1,Business,Travel_Rarely,2,8379,9,3,3,9,1,4,4,4,4,3,Yes,3,No
E1718,31,Female,Divorced,Marketing,Marketing Specialist,4,Marketing,Travel_Rarely,23,7062,6,6,0,11,2,4,2,1,4,3,No,4,No
E1719,55,Male,Single,R&D,R&D Manager,5,Technical Degree,Travel_Rarely,27,7221,9,9,3,9,2,2,2,3,2,2,No,2,No
E1720,41,Female,Married,HR,Recruiter,1,Technical Degree,Non-Travel,29,5767,4,0,0,4,6,4,1,3,4,3,No,4,No
E1721,55,Male,Divorced,Sales,Sales Manager,3,Medical,Non-Travel,24,5833,0,0,0,5,3,4,2,3,3,4,No,2,No
E1722,33,Female,Married,Marketing,Marketing Specialist,5,Human Resources,Non-Travel,7,5275,0,0,0,5,0,3,3,4,2,3,No,3,No
E1723,50,Female,Divorced,IT,IT Manager,5,Other,Non-Travel,26,7503,4,1,1,11,6,1,4,1,2,2,Yes,2,No
E1724,26,Female,Single,Marketing,Marketing Specialist,3,Business,Non-Travel,3,6197,2,2,2,10,0,3,2,2,1,2,Yes,1,No
E1725,52,Male,Married,Sales,Sales Executive,4,Business,Travel_Rarely,20,9597,19,4,4,28,1,3,1,3,3,4,No,3,No
E1726,49,Female,Married,Customer Support,Support Representative,2,Medical,Travel_Frequently,23,3887,2,2,2,4,0,3,4,1,2,2,No,3,No
E1727,32,Male,Single,R&D,R&D Manager,1,Human Resources,Travel_Frequently,8,7761,2,2,2,6,2,1,3,3,4,3,No,3,No
E1728,40,Male,Married,Operations,Supply Chain Coordinator,3,Marketing,Non-Travel,6,5133,0,0,0,4,5,3,3,3,4,4,No,4,No
E1729,47,Female,Married,R&D,Research Scientist,4,Medical,Non-Travel,12,11453,19,2,2,28,3,2,3,3,1,4,No,2,No
E1730,53,Male,Single,R&D,R&D Manager,4,Other,Non-Travel,25,9223,20,0,0,24,5,1,3,4,1,4,No,2,No
E1731,31,Male,Single,R&D,Lab Technician,2,Medical,Travel_Frequently,7,8116,13,3,2,22,4,4,2,2,3,4,No,3,Yes
E1732,26,Male,Single,Sales,Account Manager,2,Life Sciences,Travel_Rarely,16,5979,8,5,5,15,6,2,3,4,3,1,No,2,No
E1733,21,Female,Married,Finance,Finance Manager,1,Medical,Travel_Rarely,23,6220,0,0,0,0,3,3,2,4,1,1,Yes,3,No
E1734,58,Male,Married,Finance,Financial Analyst,5,Marketing,Travel_Rarely,8,7373,11,2,2,15,2,3,3,4,1,4,No,2,No
E1735,55,Female,Divorced,Operations,Supply Chain Coordinator,2,Medical,Travel_Rarely,24,7551,20,3,3,29,6,3,4,2,4,3,No,4,No
E1736,28,Male,Married,R&D,Research Scientist,4,Technical Degree,Travel_Rarely,1,8782,10,5,0,13,2,4,3,2,2,1,No,3,No
E1737,35,Male,Married,Customer Support,Support Team Lead,1,Life Sciences,Travel_Rarely,9,6537,14,4,4,14,0,4,1,1,4,3,No,2,No
E1738,48,Female,Single,Operations,Ops Manager,1,Marketing,Non-Travel,4,6430,12,6,5,16,4,1,2,1,4,1,No,2,No
E1739,55,Female,Divorced,Marketing,Brand Manager,3,Life Sciences,Travel_Rarely,16,9817,22,11,6,24,4,4,1,3,4,4,No,3,No
E1740,29,Male,Divorced,R&D,Lab Technician,2,Business,Travel_Rarely,9,7517,11,7,4,18,4,3,1,4,3,2,Yes,2,No
E1741,38,Female,Married,IT,Software Engineer,1,Other,Travel_Rarely,15,6003,0,0,0,4,0,1,4,4,1,2,No,2,No
E1742,38,Male,Married,Marketing,Brand Manager,5,Medical,Travel_Rarely,27,5142,0,0,0,1,1,2,3,4,4,1,No,3,No
E1743,24,Male,Single,Operations,Operations Analyst,3,Business,Non-Travel,17,4296,0,0,0,8,4,4,1,1,4,3,Yes,3,No
E1744,22,Male,Married,Sales,Sales Manager,4,Medical,Travel_Rarely,8,6718,3,3,3,6,3,1,2,3,4,4,No,2,No
E1745,52,Female,Divorced,Finance,Finance Manager,3,Medical,Travel_Rarely,1,7002,12,1,1,21,2,3,1,1,3,2,No,3,No
E1746,30,Female,Married,Sales,Sales Executive,1,Medical,Travel_Frequently,3,5772,8,2,2,12,2,4,4,2,2,3,No,3,No
E1747,49,Male,Single,Sales,Sales Manager,5,Technical Degree,Travel_Rarely,17,5528,4,4,1,9,1,3,1,2,1,1,No,2,No
E1748,40,Female,Single,Operations,Operations Analyst,3,Life Sciences,Travel_Frequently,19,4756,0,0,0,0,4,3,3,3,4,2,No,2,No
E1749,58,Male,Single,R&D,R&D Manager,2,Other,Non-Travel,16,8306,15,0,0,18,6,2,1,4,1,4,No,2,No
E1750,27,Male,Divorced,Marketing,Marketing Manager,4,Medical,Travel_Frequently,7,4868,0,0,0,1,3,4,4,4,1,4,No,3,No
E1751,48,Male,Married,IT,IT Manager,1,Life Sciences,Travel_Frequently,16,9217,16,4,2,24,6,3,3,1,2,1,Yes,3,No
E1752,33,Male,Single,Sales,Account Manager,4,Other,Travel_Rarely,11,5391,5,5,5,14,2,2,2,1,2,2,No,2,No
E1753,56,Female,Married,R&D,R&D Manager,5,Marketing,Travel_Rarely,20,12148,21,2,1,26,1,4,4,1,4,1,Yes,3,No
E1754,25,Male,Married,Operations,Operations Analyst,2,Life Sciences,Travel_Frequently,7,6064,1,1,0,6,2,3,2,1,3,3,No,2,Yes
E1755,42,Female,Married,HR,Recruiter,3,Medical,Travel_Rarely,5,7005,14,8,2,20,2,4,1,1,2,1,No,3,No
E1756,45,Female,Married,IT,Software Engineer,2,Other,Travel_Rarely,2,7482,0,0,0,2,3,3,1,1,2,3,No,3,No
E1757,27,Male,Divorced,IT,IT Support,1,Business,Non-Travel,22,7353,0,0,0,1,3,3,2,2,1,1,No,2,No
E1758,32,Male,Divorced,Marketing,Brand Manager,1,Business,Travel_Frequently,12,5910,6,6,0,15,3,4,4,3,1,2,No,3,No
E1759,59,Female,Single,Operations,Operations Analyst,4,Technical Degree,Travel_Frequently,15,7990,13,9,0,14,5,4,4,1,3,3,No,3,No
E1760,45,Male,Single,R&D,R&D Manager,2,Business,Travel_Frequently,4,7413,10,10,7,13,3,1,4,1,3,3,No,2,No
E1761,26,Female,Married,R&D,Research Scientist,4,Medical,Travel_Rarely,27,7158,0,0,0,1,1,2,3,4,1,4,No,2,Yes
E1762,50,Male,Divorced,Sales,Sales Executive,1,Medical,Travel_Rarely,9,6277,7,7,5,13,1,3,1,4,3,1,No,3,No
E1763,42,Male,Married,Operations,Supply Chain Coordinator,4,Technical Degree,Travel_Rarely,2,7340,9,8,6,14,5,2,3,4,1,3,No,3,No
E1764,33,Male,Married,Sales,Sales Executive,5,Life Sciences,Travel_Rarely,5,7113,4,4,4,4,0,2,4,2,4,2,No,2,No
E1765,23,Male,Divorced,R&D,R&D Manager,1,Other,Travel_Rarely,1,5604,0,0,0,3,5,2,3,1,4,4,Yes,3,Yes
E1766,59,Male,Single,Sales,Sales Manager,2,Technical Degree,Non-Travel,12,9467,18,2,2,20,2,1,3,4,2,3,Yes,2,No
E1767,34,Male,Divorced,Sales,Account Manager,1,Human Resources,Travel_Frequently,28,7932,14,7,6,17,0,1,4,4,2,2,No,2,No
E1768,43,Male,Divorced,Marketing,Marketing Specialist,5,Human Resources,Travel_Rarely,14,8446,12,0,0,16,4,3,1,1,1,3,No,2,No
E1769,25,Female,Single,R&D,Lab Technician,4,Marketing,Travel_Rarely,18,7055,0,0,0,5,2,2,1,4,4,3,No,3,Yes
